Gene	Description	GeneSeurat	GeneDescription	Chromosome	PosStart	PosEnd	Strand	GeneDescription2
PBANKA_0513400	LEM3/CDC50 family protein, putative	PBANKA-0513400	PBANKA_0513400 - LEM3/CDC50 family protein, putative	PbANKA_05_v3	513612	515171	-	LEM3/CDC50 family protein, putative - PBANKA_0513400
PBANKA_1010100	mitochondrial import inner membrane translocase subunit TIM17, putative	PBANKA-1010100	PBANKA_1010100 - mitochondrial import inner membrane translocase subunit TIM17, putative	PbANKA_10_v3	456614	457102	+	mitochondrial import inner membrane translocase subunit TIM17, putative - PBANKA_1010100
PBANKA_1314400	conserved Plasmodium protein, unknown function	PBANKA-1314400	PBANKA_1314400 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	612239	614569	+	conserved Plasmodium protein, unknown function - PBANKA_1314400
PBANKA_1321700	berghepain-1	PBANKA-1321700	PBANKA_1321700 - berghepain-1	PbANKA_13_v3	902142	903701	+	berghepain-1 - PBANKA_1321700
PBANKA_1323900	conserved protein, unknown function	PBANKA-1323900	PBANKA_1323900 - conserved protein, unknown function	PbANKA_13_v3	964217	965098	-	conserved protein, unknown function - PBANKA_1323900
PBANKA_0311400	serine/threonine protein kinase, putative	PBANKA-0311400	PBANKA_0311400 - serine/threonine protein kinase, putative	PbANKA_03_v3	392827	397779	+	serine/threonine protein kinase, putative - PBANKA_0311400
PBANKA_1019580	small nucleolar RNA snoR23	PBANKA-1019580	PBANKA_1019580 - small nucleolar RNA snoR23	PbANKA_10_v3	812462	812554	+	small nucleolar RNA snoR23 - PBANKA_1019580
PBANKA_0600251	PIR protein, pseudogene	PBANKA-0600251	PBANKA_0600251 - PIR protein, pseudogene	PbANKA_06_v3	64584	65743	-	PIR protein, pseudogene - PBANKA_0600251
PBANKA_1227700	inositol 5-phosphatase, putative	PBANKA-1227700	PBANKA_1227700 - inositol 5-phosphatase, putative	PbANKA_12_v3	1059613	1063440	+	inositol 5-phosphatase, putative - PBANKA_1227700
PBANKA_1466141	fam-a protein	PBANKA-1466141	PBANKA_1466141 - fam-a protein	PbANKA_14_v3	2526586	2528496	-	fam-a protein - PBANKA_1466141
PBANKA_0903200	conserved Plasmodium protein, unknown function	PBANKA-0903200	PBANKA_0903200 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	116679	119492	+	conserved Plasmodium protein, unknown function - PBANKA_0903200
PBANKA_0832400	conserved protein, unknown function	PBANKA-0832400	PBANKA_0832400 - conserved protein, unknown function	PbANKA_08_v3	1229750	1230627	+	conserved protein, unknown function - PBANKA_0832400
PBANKA_1232700	zinc finger protein, putative	PBANKA-1232700	PBANKA_1232700 - zinc finger protein, putative	PbANKA_12_v3	1262707	1264496	-	zinc finger protein, putative - PBANKA_1232700
PBANKA_0934700	conserved Plasmodium protein, unknown function	PBANKA-0934700	PBANKA_0934700 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	1267945	1270219	+	conserved Plasmodium protein, unknown function - PBANKA_0934700
PBANKA_0404900	cytochrome c oxidase subunit ApiCOX35, putative	PBANKA-0404900	PBANKA_0404900 - cytochrome c oxidase subunit ApiCOX35, putative	PbANKA_04_v3	183735	184637	-	cytochrome c oxidase subunit ApiCOX35, putative - PBANKA_0404900
PBANKA_1221300	conserved Plasmodium protein, unknown function	PBANKA-1221300	PBANKA_1221300 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	822076	822759	-	conserved Plasmodium protein, unknown function - PBANKA_1221300
PBANKA_1412900	conserved protein, unknown function	PBANKA-1412900	PBANKA_1412900 - conserved protein, unknown function	PbANKA_14_v3	542834	543296	-	conserved protein, unknown function - PBANKA_1412900
PBANKA_1307100	heptatricopeptide repeat-containing protein, putative	PBANKA-1307100	PBANKA_1307100 - heptatricopeptide repeat-containing protein, putative	PbANKA_13_v3	350046	352008	+	heptatricopeptide repeat-containing protein, putative - PBANKA_1307100
PBANKA_0816000	type II NADH:ubiquinone oxidoreductase	PBANKA-0816000	PBANKA_0816000 - type II NADH:ubiquinone oxidoreductase	PbANKA_08_v3	663750	665387	-	type II NADH:ubiquinone oxidoreductase - PBANKA_0816000
PBANKA_1436900	FbpA domain protein, putative	PBANKA-1436900	PBANKA_1436900 - FbpA domain protein, putative	PbANKA_14_v3	1388941	1391434	+	FbpA domain protein, putative - PBANKA_1436900
PBANKA_0101200	elongation factor G, putative	PBANKA-0101200	PBANKA_0101200 - elongation factor G, putative	PbANKA_01_v3	65221	68380	-	elongation factor G, putative - PBANKA_0101200
PBANKA_1145000	conserved Plasmodium protein, unknown function	PBANKA-1145000	PBANKA_1145000 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1674151	1675422	-	conserved Plasmodium protein, unknown function - PBANKA_1145000
PBANKA_API00340	apicoplast ribosomal protein L6	PBANKA-API00340	PBANKA_API00340 - apicoplast ribosomal protein L6	PbANKA_API_v3	28221	28739	-	apicoplast ribosomal protein L6 - PBANKA_API00340
PBANKA_1456900	translation initiation factor SUI1, putative	PBANKA-1456900	PBANKA_1456900 - translation initiation factor SUI1, putative	PbANKA_14_v3	2182341	2183305	+	translation initiation factor SUI1, putative - PBANKA_1456900
PBANKA_1311600	calponin homology domain-containing protein, putative	PBANKA-1311600	PBANKA_1311600 - calponin homology domain-containing protein, putative	PbANKA_13_v3	508350	513617	+	calponin homology domain-containing protein, putative - PBANKA_1311600
PBANKA_1301600	vacuole membrane protein 1, putative	PBANKA-1301600	PBANKA_1301600 - vacuole membrane protein 1, putative	PbANKA_13_v3	97611	99480	-	vacuole membrane protein 1, putative - PBANKA_1301600
PBANKA_0523500	AP-4 complex subunit sigma, putative	PBANKA-0523500	PBANKA_0523500 - AP-4 complex subunit sigma, putative	PbANKA_05_v3	872537	873222	-	AP-4 complex subunit sigma, putative - PBANKA_0523500
PBANKA_0104800	conserved Plasmodium protein, unknown function	PBANKA-0104800	PBANKA_0104800 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	198567	201569	-	conserved Plasmodium protein, unknown function - PBANKA_0104800
PBANKA_1350400	conserved protein, unknown function	PBANKA-1350400	PBANKA_1350400 - conserved protein, unknown function	PbANKA_13_v3	1924303	1925027	+	conserved protein, unknown function - PBANKA_1350400
PBANKA_1345300	DnaJ protein, putative	PBANKA-1345300	PBANKA_1345300 - DnaJ protein, putative	PbANKA_13_v3	1783851	1785783	-	DnaJ protein, putative - PBANKA_1345300
PBANKA_1420400	negative elongation factor A, putative	PBANKA-1420400	PBANKA_1420400 - negative elongation factor A, putative	PbANKA_14_v3	808719	809774	-	negative elongation factor A, putative - PBANKA_1420400
PBANKA_0411200	Ras-like G protein, putative	PBANKA-0411200	PBANKA_0411200 - Ras-like G protein, putative	PbANKA_04_v3	401895	404255	+	Ras-like G protein, putative - PBANKA_0411200
PBANKA_1030100	actin II	PBANKA-1030100	PBANKA_1030100 - actin II	PbANKA_10_v3	1213170	1214433	-	actin II - PBANKA_1030100
PBANKA_0918200	phosphoacetylglucosamine mutase, putative	PBANKA-0918200	PBANKA_0918200 - phosphoacetylglucosamine mutase, putative	PbANKA_09_v3	680989	683202	+	phosphoacetylglucosamine mutase, putative - PBANKA_0918200
PBANKA_0613000	conserved Plasmodium protein, unknown function	PBANKA-0613000	PBANKA_0613000 - conserved Plasmodium protein, unknown function	PbANKA_06_v3	551872	555582	-	conserved Plasmodium protein, unknown function - PBANKA_0613000
PBANKA_0930300	GTP-binding nuclear protein RAN/TC4, putative	PBANKA-0930300	PBANKA_0930300 - GTP-binding nuclear protein RAN/TC4, putative	PbANKA_09_v3	1111332	1112130	+	GTP-binding nuclear protein RAN/TC4, putative - PBANKA_0930300
PBANKA_API00444	tRNA Aspartic acid	PBANKA-API00444	PBANKA_API00444 - tRNA Aspartic acid	PbANKA_API_v3	32918	32992	-	tRNA Aspartic acid - PBANKA_API00444
PBANKA_1423400	conserved Plasmodium protein, unknown function	PBANKA-1423400	PBANKA_1423400 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	909169	910208	+	conserved Plasmodium protein, unknown function - PBANKA_1423400
PBANKA_1101600	chromatin assembly factor 1 subunit A, putative	PBANKA-1101600	PBANKA_1101600 - chromatin assembly factor 1 subunit A, putative	PbANKA_11_v3	94187	96940	+	chromatin assembly factor 1 subunit A, putative - PBANKA_1101600
PBANKA_1032600	cytidine diphosphate-diacylglycerol synthase, putative	PBANKA-1032600	PBANKA_1032600 - cytidine diphosphate-diacylglycerol synthase, putative	PbANKA_10_v3	1319892	1321595	-	cytidine diphosphate-diacylglycerol synthase, putative - PBANKA_1032600
PBANKA_1230000	GPI-anchored wall transfer protein 1, putative	PBANKA-1230000	PBANKA_1230000 - GPI-anchored wall transfer protein 1, putative	PbANKA_12_v3	1157417	1159456	-	GPI-anchored wall transfer protein 1, putative - PBANKA_1230000
PBANKA_1365721	conserved rodent malaria protein, unknown function	PBANKA-1365721	PBANKA_1365721 - conserved rodent malaria protein, unknown function	PbANKA_13_v3	2514538	2520018	-	conserved rodent malaria protein, unknown function - PBANKA_1365721
PBANKA_0940200	DNA replication ATP-dependent helicase/nuclease DNA2, putative	PBANKA-0940200	PBANKA_0940200 - DNA replication ATP-dependent helicase/nuclease DNA2, putative	PbANKA_09_v3	1459767	1462508	+	DNA replication ATP-dependent helicase/nuclease DNA2, putative - PBANKA_0940200
PBANKA_0603800	O-phosphoseryl-tRNA(Sec) selenium transferase, putative	PBANKA-0603800	PBANKA_0603800 - O-phosphoseryl-tRNA(Sec) selenium transferase, putative	PbANKA_06_v3	201367	203559	-	O-phosphoseryl-tRNA(Sec) selenium transferase, putative - PBANKA_0603800
PBANKA_0607100	mitochondrial import inner membrane translocase subunit TIM10, putative	PBANKA-0607100	PBANKA_0607100 - mitochondrial import inner membrane translocase subunit TIM10, putative	PbANKA_06_v3	351198	351425	+	mitochondrial import inner membrane translocase subunit TIM10, putative - PBANKA_0607100
PBANKA_0620200	conserved protein, unknown function	PBANKA-0620200	PBANKA_0620200 - conserved protein, unknown function	PbANKA_06_v3	817081	817524	+	conserved protein, unknown function - PBANKA_0620200
PBANKA_1135200	GTP-binding protein, putative	PBANKA-1135200	PBANKA_1135200 - GTP-binding protein, putative	PbANKA_11_v3	1316029	1318842	-	GTP-binding protein, putative - PBANKA_1135200
PBANKA_0614500	eukaryotic translation initiation factor 3 subunit I, putative	PBANKA-0614500	PBANKA_0614500 - eukaryotic translation initiation factor 3 subunit I, putative	PbANKA_06_v3	611263	612498	-	eukaryotic translation initiation factor 3 subunit I, putative - PBANKA_0614500
PBANKA_0828300	dynein light chain, putative	PBANKA-0828300	PBANKA_0828300 - dynein light chain, putative	PbANKA_08_v3	1098327	1099601	-	dynein light chain, putative - PBANKA_0828300
PBANKA_1437250	small nucleolar RNA snoR15	PBANKA-1437250	PBANKA_1437250 - small nucleolar RNA snoR15	PbANKA_14_v3	1402034	1402175	-	small nucleolar RNA snoR15 - PBANKA_1437250
PBANKA_0829000	conserved Plasmodium protein, unknown function	PBANKA-0829000	PBANKA_0829000 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	1115164	1117504	-	conserved Plasmodium protein, unknown function - PBANKA_0829000
PBANKA_1224900	conserved Plasmodium protein, unknown function	PBANKA-1224900	PBANKA_1224900 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	940478	942226	+	conserved Plasmodium protein, unknown function - PBANKA_1224900
PBANKA_0111300	conserved Plasmodium protein, unknown function	PBANKA-0111300	PBANKA_0111300 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	438265	440094	-	conserved Plasmodium protein, unknown function - PBANKA_0111300
PBANKA_1226470	unspecified product	PBANKA-1226470	PBANKA_1226470 - unspecified product	PbANKA_12_v3	1015611	1015715	+	unspecified product - PBANKA_1226470
PBANKA_0304800	serine repeat antigen 4	PBANKA-0304800	PBANKA_0304800 - serine repeat antigen 4	PbANKA_03_v3	153928	157135	-	serine repeat antigen 4 - PBANKA_0304800
PBANKA_0706500	exonuclease, putative	PBANKA-0706500	PBANKA_0706500 - exonuclease, putative	PbANKA_07_v3	282153	283373	-	exonuclease, putative - PBANKA_0706500
PBANKA_1353600	conserved Plasmodium protein, unknown function	PBANKA-1353600	PBANKA_1353600 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	2032423	2032599	-	conserved Plasmodium protein, unknown function - PBANKA_1353600
PBANKA_0700600	Plasmodium exported protein, unknown function	PBANKA-0700600	PBANKA_0700600 - Plasmodium exported protein, unknown function	PbANKA_07_v3	57648	58500	-	Plasmodium exported protein, unknown function - PBANKA_0700600
PBANKA_1410950	apical ring associated protein 1	PBANKA-1410950	PBANKA_1410950 - apical ring associated protein 1	PbANKA_14_v3	457953	458144	-	apical ring associated protein 1 - PBANKA_1410950
PBANKA_0711800	conserved Plasmodium protein, unknown function	PBANKA-0711800	PBANKA_0711800 - conserved Plasmodium protein, unknown function	PbANKA_07_v3	449926	453935	+	conserved Plasmodium protein, unknown function - PBANKA_0711800
PBANKA_0722200	PIR protein, pseudogene	PBANKA-0722200	PBANKA_0722200 - PIR protein, pseudogene	PbANKA_07_v3	820538	821677	+	PIR protein, pseudogene - PBANKA_0722200
PBANKA_1453300	acyl-CoA synthetase, putative	PBANKA-1453300	PBANKA_1453300 - acyl-CoA synthetase, putative	PbANKA_14_v3	2046472	2048736	+	acyl-CoA synthetase, putative - PBANKA_1453300
PBANKA_1105800	TATA-box binding protein, putative	PBANKA-1105800	PBANKA_1105800 - TATA-box binding protein, putative	PbANKA_11_v3	234326	235183	+	TATA-box binding protein, putative - PBANKA_1105800
PBANKA_0600900	conserved protein, unknown function	PBANKA-0600900	PBANKA_0600900 - conserved protein, unknown function	PbANKA_06_v3	99080	100064	-	conserved protein, unknown function - PBANKA_0600900
PBANKA_0700900	reticulocyte binding protein, putative	PBANKA-0700900	PBANKA_0700900 - reticulocyte binding protein, putative	PbANKA_07_v3	74062	77321	-	reticulocyte binding protein, putative - PBANKA_0700900
PBANKA_0701100	CRA domain-containing protein, putative	PBANKA-0701100	PBANKA_0701100 - CRA domain-containing protein, putative	PbANKA_07_v3	82973	83652	-	CRA domain-containing protein, putative - PBANKA_0701100
PBANKA_0614400	conserved Plasmodium protein, unknown function	PBANKA-0614400	PBANKA_0614400 - conserved Plasmodium protein, unknown function	PbANKA_06_v3	607279	610377	+	conserved Plasmodium protein, unknown function - PBANKA_0614400
PBANKA_1364600	conserved protein, unknown function	PBANKA-1364600	PBANKA_1364600 - conserved protein, unknown function	PbANKA_13_v3	2448824	2450068	-	conserved protein, unknown function - PBANKA_1364600
PBANKA_1459200	delta-aminolevulinic acid synthetase	PBANKA-1459200	PBANKA_1459200 - delta-aminolevulinic acid synthetase	PbANKA_14_v3	2263319	2265433	+	delta-aminolevulinic acid synthetase - PBANKA_1459200
PBANKA_1327021	fam-a protein	PBANKA-1327021	PBANKA_1327021 - fam-a protein	PbANKA_13_v3	1075733	1077292	+	fam-a protein - PBANKA_1327021
PBANKA_1337200	protein transport protein SFT2, putative	PBANKA-1337200	PBANKA_1337200 - protein transport protein SFT2, putative	PbANKA_13_v3	1467357	1468493	+	protein transport protein SFT2, putative - PBANKA_1337200
PBANKA_1321900	conserved Plasmodium protein, unknown function	PBANKA-1321900	PBANKA_1321900 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	905490	906025	+	conserved Plasmodium protein, unknown function - PBANKA_1321900
PBANKA_0926200	GPI transamidase component GPI16	PBANKA-0926200	PBANKA_0926200 - GPI transamidase component GPI16	PbANKA_09_v3	969684	971645	+	GPI transamidase component GPI16 - PBANKA_0926200
PBANKA_0916400	ubiquitin-like protein, putative	PBANKA-0916400	PBANKA_0916400 - ubiquitin-like protein, putative	PbANKA_09_v3	618560	620887	-	ubiquitin-like protein, putative - PBANKA_0916400
PBANKA_1343200	conserved Plasmodium protein, unknown function	PBANKA-1343200	PBANKA_1343200 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1694971	1701888	-	conserved Plasmodium protein, unknown function - PBANKA_1343200
PBANKA_1115000	conserved protein, unknown function	PBANKA-1115000	PBANKA_1115000 - conserved protein, unknown function	PbANKA_11_v3	574057	576710	+	conserved protein, unknown function - PBANKA_1115000
PBANKA_1201900	40S ribosomal protein S20e, putative	PBANKA-1201900	PBANKA_1201900 - 40S ribosomal protein S20e, putative	PbANKA_12_v3	103295	104183	-	40S ribosomal protein S20e, putative - PBANKA_1201900
PBANKA_1002900	ag-1 blood stage membrane protein homologue	PBANKA-1002900	PBANKA_1002900 - ag-1 blood stage membrane protein homologue	PbANKA_10_v3	179420	182167	+	ag-1 blood stage membrane protein homologue - PBANKA_1002900
PBANKA_1309600	conserved Plasmodium protein, unknown function	PBANKA-1309600	PBANKA_1309600 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	446017	449901	-	conserved Plasmodium protein, unknown function - PBANKA_1309600
PBANKA_0412300	conserved protein, unknown function	PBANKA-0412300	PBANKA_0412300 - conserved protein, unknown function	PbANKA_04_v3	437000	437698	+	conserved protein, unknown function - PBANKA_0412300
PBANKA_0507600	HORMA domain protein, putative	PBANKA-0507600	PBANKA_0507600 - HORMA domain protein, putative	PbANKA_05_v3	323491	325135	+	HORMA domain protein, putative - PBANKA_0507600
PBANKA_0901900	tubulin--tyrosine ligase, putative	PBANKA-0901900	PBANKA_0901900 - tubulin--tyrosine ligase, putative	PbANKA_09_v3	53283	61823	-	tubulin--tyrosine ligase, putative - PBANKA_0901900
PBANKA_1428800	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	PBANKA-1428800	PBANKA_1428800 - succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	PbANKA_14_v3	1121810	1122775	+	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative - PBANKA_1428800
PBANKA_1001700	conserved Plasmodium protein, unknown function	PBANKA-1001700	PBANKA_1001700 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	117475	118033	-	conserved Plasmodium protein, unknown function - PBANKA_1001700
